"index_col","Company","TypeName","Inches","screen_size","resolution_width","resolution_height","ips_panel","touchscreen","cpu_brand","cpu_name","cpu_speed","Ram","memory_type","primary_storage","secondary_storage","gpu_brand","OpSys","Weight","price","ppi"
376,"Asus","Notebook",17.3,"large",1920,1080,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","Nvidia","windows",2.0,30050,127
377,"Acer","Netbook",11.6,"small",1366,768,0,0,"Intel","Celeron Dual",1.6,4,"SSD","128","0","Intel","windows",1.4,23177,135
378,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",1.6,8,"SSD","256","0","AMD","windows",2.2,42486,141
379,"Asus","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",1.8,8,"SSD","256","0","Nvidia","windows",1.7,59567,141
380,"Asus","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"HDD","1024","0","Intel","windows",2.37,39907,141
381,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Pentium Quad",1.6,4,"SSD","256","0","Intel","windows",1.86,21258,141
382,"HP","Notebook",15.6,"medium",1366,768,0,0,"Intel","Pentium Quad",1.6,8,"HDD","2048","0","Intel","windows",2.04,20726,100
383,"Lenovo","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Core i7",2.7,8,"SSD","512","0","AMD","N/A",1.5,42571,157
384,"HP","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,12,"HDD","1024","0","Nvidia","windows",2.62,95851,127
385,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.9,8,"SSD","256","0","Nvidia","windows",2.67,111355,141
386,"Lenovo","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Core i7",2.7,8,"SSD","256","0","Nvidia","windows",1.87,45768,157
387,"Asus","Notebook",15.6,"medium",1366,768,0,0,"Intel","Pentium Quad",1.1,4,"HDD","500","0","Intel","windows",2.0,16197,100
388,"Dell","Notebook",17.3,"large",1920,1080,0,0,"Intel","Core i5",1.6,8,"Hybrid","128","1024","AMD","windows",2.8,57809,127
389,"Dell","Ultrabook",13.3,"small",3200,1800,0,1,"Intel","Core i7",1.8,8,"SSD","256","0","Intel","windows",1.2,74539,276
390,"Acer","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"HDD","500","0","Nvidia","windows",2.2,24988,100
391,"Dell","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i3",2.0,4,"SSD","128","0","Intel","windows",1.6,39207,157
392,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",1.6,8,"HDD","2048","0","AMD","windows",2.02,40440,141
393,"HP","Ultrabook",13.3,"small",3200,1800,1,0,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.34,61006,276
394,"Lenovo","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"Hybrid","128","1024","Nvidia","N/A",2.4,43104,141
395,"HP","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.8,12,"HDD","1024","0","Nvidia","windows",3.78,90523,127
396,"Acer","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"HDD","1024","0","Nvidia","linux",2.4,42517,141
397,"Lenovo","Ultrabook",14.0,"medium",2560,1440,1,0,"Intel","Core i7",2.6,12,"SSD","256","0","Intel","windows",1.4,98994,210
398,"Asus","Notebook",15.6,"medium",1366,768,0,0,"AMD","E-Series 7110",1.8,4,"HDD","500","0","AMD","windows",2.0,18595,100
399,"HP","2 in 1 Convertible",13.3,"small",3840,2160,1,1,"Intel","Core i7",1.8,8,"SSD","512","0","Intel","windows",1.29,106507,331
400,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.4,4,"SSD","128","0","Intel","windows",2.1,37589,141
401,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"HDD","500","0","AMD","windows",1.9,61485,141
402,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","256","0","AMD","windows",2.33,47899,141
403,"Google","Ultrabook",12.3,"small",2400,1600,0,1,"Intel","Core i5",1.2,8,"SSD","128","0","Intel","other",1.1,67932,235
404,"Dell","Ultrabook",13.3,"small",1920,1080,0,1,"Intel","Core i5",1.6,8,"SSD","256","0","Intel","windows",1.42,98134,166
405,"HP","Ultrabook",14.0,"medium",1920,1080,1,0,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.36,93240,157
406,"Asus","Notebook",15.6,"medium",3840,2160,1,0,"Intel","Core i7",2.6,12,"Hybrid","128","1024","Intel","windows",2.06,69211,282
407,"Dell","Notebook",14.0,"medium",1366,768,0,0,"Intel","Core i3",2.3,8,"SSD","128","0","Intel","windows",1.79,39427,112
408,"Lenovo","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","180","0","Intel","windows",1.7,72674,157
409,"Toshiba","Notebook",13.3,"small",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.05,89084,166
410,"Asus","2 in 1 Convertible",15.6,"medium",1920,1080,0,1,"Intel","Core i7",2.7,12,"Hybrid","512","2048","Nvidia","windows",2.26,58555,141
411,"Dell","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i7",1.8,8,"SSD","512","0","Nvidia","windows",2.16,67239,141
412,"Acer","Notebook",15.6,"medium",1366,768,0,0,"AMD","A9-Series 9420",3.0,4,"SSD","128","0","AMD","windows",2.1,22697,100
413,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.4,4,"HDD","1024","0","Intel","windows",2.18,31254,100
414,"HP","Notebook",13.3,"small",1920,1080,1,0,"Intel","Core i5",1.6,4,"SSD","128","0","Intel","windows",1.49,38681,166
415,"Asus","Gaming",17.3,"large",1920,1080,1,0,"AMD","Ryzen 1700",3.0,16,"Hybrid","256","1024","AMD","windows",3.25,117163,127
416,"Lenovo","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.5,4,"HDD","500","0","Intel","windows",1.87,41825,157
417,"Chuwi","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Atom x5-Z8350",1.4,4,"Flash Storage","64","0","Intel","windows",1.89,13261,141
418,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.3,4,"HDD","1024","0","Intel","N/A",2.15,24634,141
419,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.0,4,"HDD","500","0","Intel","windows",1.86,21152,141
420,"Lenovo","Notebook",17.3,"large",1600,900,0,0,"AMD","A8-Series 7410",2.2,4,"SSD","128","0","AMD","windows",2.6,26054,106
421,"Lenovo","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.7,8,"SSD","512","0","Intel","windows",1.99,92121,141
422,"Lenovo","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"SSD","128","0","Intel","windows",2.3,30103,100
423,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.0,4,"SSD","128","0","Intel","windows",2.2,26587,141
424,"Lenovo","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Core i5",1.6,8,"SSD","256","0","Intel","windows",1.75,55891,157
425,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.9,59513,141
426,"Dell","Workstation",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.7,16,"SSD","512","0","Nvidia","windows",2.17,124569,141
427,"Dell","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",4.42,143803,127
428,"HP","Notebook",17.3,"large",1600,900,0,0,"Intel","Core i3",2.0,8,"HDD","1024","0","Intel","windows",2.65,28992,106
429,"Dell","2 in 1 Convertible",13.3,"small",1920,1080,0,1,"Intel","Core i7",1.8,8,"SSD","256","0","Intel","windows",1.62,46301,166
430,"HP","Notebook",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.7,8,"HDD","1024","0","Nvidia","windows",2.63,68198,127
431,"Asus","Notebook",15.6,"medium",1366,768,0,0,"Intel","Celeron Dual",1.1,4,"HDD","500","0","Intel","linux",2.0,11935,100
432,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,16,"SSD","512","0","Nvidia","windows",2.06,101179,141
433,"HP","Notebook",15.6,"medium",1920,1080,0,0,"AMD","A9-Series 9420",3.0,4,"SSD","256","0","AMD","windows",1.91,26053,141
434,"Mediacom","Notebook",13.3,"small",1920,1080,1,0,"Intel","Atom x5-Z8350",1.4,4,"Flash Storage","32","0","Intel","windows",1.35,13586,166
435,"Acer","Notebook",15.6,"medium",1920,1080,1,1,"Intel","Core i3",2.4,6,"HDD","1024","0","Intel","windows",2.1,25521,141
436,"Lenovo","Ultrabook",12.5,"small",1920,1080,1,0,"Intel","Core i7",2.7,16,"SSD","512","0","Intel","windows",1.36,95797,176
437,"Lenovo","Notebook",17.3,"large",1600,900,0,0,"Intel","Core i7",2.7,6,"Hybrid","128","1024","Nvidia","windows",2.8,50563,106
438,"HP","Notebook",15.6,"medium",1920,1080,1,0,"AMD","A10-Series A10-9620P",2.5,6,"SSD","128","0","AMD","windows",1.91,30311,141
439,"Asus","Ultrabook",12.5,"small",1920,1080,0,0,"Intel","Core i7",2.7,16,"SSD","512","0","Intel","windows",0.91,103896,176
440,"MSI","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","256","2048","Nvidia","windows",1.8,119427,141
441,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","AMD","windows",2.18,32922,100
442,"Lenovo","Netbook",11.6,"small",1366,768,1,0,"Intel","Celeron Quad",1.1,4,"SSD","128","0","Intel","windows",1.59,29464,135
443,"Acer","2 in 1 Convertible",11.6,"small",1920,1080,1,1,"Intel","Celeron Dual",2.0,4,"Flash Storage","32","0","Intel","windows",1.25,18595,190
444,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Nvidia","N/A",2.2,33513,141
445,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Celeron Dual",1.6,4,"HDD","500","0","Intel","windows",1.8,16464,100
446,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.7,4,"SSD","128","0","Intel","windows",2.05,33566,141
447,"HP","Notebook",17.3,"large",1920,1080,0,0,"Intel","Core i7",1.8,16,"SSD","512","0","Nvidia","windows",2.5,67719,127
448,"Lenovo","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Nvidia","windows",2.3,53919,141
449,"HP","Ultrabook",13.3,"small",3200,1800,1,1,"Intel","Core M",1.2,16,"SSD","512","0","Intel","windows",1.16,104695,276
450,"Asus","Notebook",14.0,"medium",1366,768,0,0,"Intel","Celeron Dual",1.1,4,"Flash Storage","32","0","Intel","windows",1.5,15238,112
451,"Lenovo","Notebook",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.8,8,"SSD","256","0","Nvidia","windows",3.4,159787,127
452,"Toshiba","Ultrabook",13.3,"small",1920,1080,0,1,"Intel","Core i7",2.7,32,"SSD","512","0","Intel","windows",1.05,149131,166
453,"Acer","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"HDD","1024","0","Nvidia","linux",2.4,45075,141
454,"Asus","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"Hybrid","128","1024","Nvidia","windows",2.5,44702,141
455,"Asus","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"Hybrid","128","1024","Nvidia","windows",1.99,71928,141
456,"Dell","Ultrabook",13.3,"small",3840,2160,1,1,"Intel","Core i5",1.6,8,"SSD","128","0","Intel","windows",1.21,85195,331
457,"Acer","Notebook",15.6,"medium",1366,768,0,0,"AMD","A9-Series 9420",3.0,4,"SSD","256","0","AMD","windows",2.1,24029,100
458,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.6,4,"HDD","500","0","Intel","windows",1.93,51096,100
459,"Acer","Notebook",15.6,"medium",1366,768,0,0,"AMD","A10-Series 9620P",2.5,8,"HDD","1024","0","AMD","windows",2.2,30849,100
460,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Pentium Quad",1.1,4,"HDD","500","0","Intel","windows",2.2,18328,141
461,"Asus","Gaming",17.3,"large",1920,1080,1,1,"Intel","Core i7",2.6,24,"Hybrid","256","1024","Nvidia","windows",4.33,67612,127
462,"HP","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",1.6,8,"HDD","1024","0","Intel","windows",1.63,43263,157
463,"Lenovo","Notebook",14.0,"medium",1366,768,0,0,"Intel","Core i5",2.5,4,"HDD","500","0","Intel","windows",2.02,52747,112
464,"HP","Workstation",17.3,"large",1600,900,0,0,"Intel","Core i5",2.8,8,"HDD","500","0","Nvidia","windows",3.14,99154,106
465,"Asus","Notebook",14.0,"medium",1366,768,0,0,"AMD","E-Series 6110",1.5,4,"SSD","64","0","AMD","windows",1.65,14811,112
466,"Lenovo","Ultrabook",12.5,"small",1366,768,1,0,"Intel","Core i5",2.3,8,"SSD","180","0","Intel","windows",1.3,58555,125
467,"HP","Notebook",14.0,"medium",1366,768,0,0,"Intel","Pentium Quad",1.6,8,"HDD","2048","0","Intel","windows",1.94,20726,112
468,"Dell","Notebook",17.3,"large",1920,1080,0,0,"Intel","Core i7",1.8,16,"Hybrid","256","2048","AMD","windows",2.8,74379,127
469,"HP","Notebook",15.6,"medium",1920,1080,1,0,"AMD","A9-Series A9-9420",3.0,6,"SSD","256","0","AMD","windows",1.95,34579,141
470,"HP","Notebook",17.3,"large",1920,1080,0,0,"Intel","Core i5",1.6,8,"SSD","256","0","Intel","windows",2.5,49444,127
471,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,8,"HDD","1024","0","AMD","windows",2.36,34045,100
472,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",2.3,44222,141
473,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",1.8,8,"SSD","256","0","Intel","windows",2.17,47893,141
474,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",1.6,4,"HDD","500","0","Intel","windows",2.05,36497,141
475,"HP","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.8,8,"Hybrid","128","1024","Nvidia","windows",3.35,63456,127
476,"HP","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"SSD","1024","0","Intel","windows",1.48,93187,157
477,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","AMD","windows",2.2,23923,141
478,"Mediacom","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Atom x5-Z8350",1.4,4,"SSD","32","0","Intel","windows",1.4,13267,157
479,"Lenovo","Notebook",13.3,"small",1920,1080,1,0,"Intel","Core i3",2.4,8,"SSD","256","0","Intel","windows",1.4,50563,166
480,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.0,4,"SSD","128","0","Intel","N/A",1.85,21498,141
481,"Toshiba","Ultrabook",14.0,"medium",1920,1080,0,1,"Intel","Core i7",2.7,16,"SSD","512","0","Intel","windows",1.24,99367,157
482,"Acer","Ultrabook",14.0,"medium",1920,1080,1,0,"Intel","Core i7",1.8,8,"SSD","256","0","Intel","windows",1.6,47100,157
483,"Lenovo","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",2.3,48538,141
484,"Lenovo","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.7,32,"Hybrid","256","1024","Nvidia","windows",4.6,141885,127
485,"Acer","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.7,4,"SSD","256","0","Nvidia","windows",7.2,30476,141
486,"Asus","Netbook",11.6,"small",1366,768,0,0,"Intel","Celeron Dual",1.1,4,"Flash Storage","64","0","Intel","windows",1.2,18115,135
487,"HP","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","AMD","windows",1.91,32980,100
488,"MSI","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.9,16,"Hybrid","512","1024","Nvidia","windows",4.14,145401,127
489,"HP","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i7",2.7,8,"HDD","1024","0","Intel","windows",2.05,31861,100
490,"Lenovo","2 in 1 Convertible",13.9,"small",1920,1080,1,1,"Intel","Core i5",1.6,8,"SSD","256","0","Intel","windows",1.4,85195,158
491,"HP","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",1.8,8,"SSD","256","0","Intel","windows",1.63,52641,157
492,"Lenovo","Notebook",14.0,"medium",1366,768,0,0,"Intel","Celeron Dual",1.1,4,"HDD","500","0","Intel","windows",2.1,15931,112
493,"Lenovo","Notebook",15.6,"medium",1366,768,0,0,"Intel","Celeron Dual",1.1,4,"HDD","1024","0","Intel","N/A",1.9,13446,100
494,"Lenovo","Netbook",11.6,"small",1366,768,0,0,"Intel","Celeron Dual",1.6,4,"SSD","16","0","Intel","other",1.25,14119,135
495,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","256","0","AMD","linux",2.2,39907,141
496,"Lenovo","Notebook",13.3,"small",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.44,50563,166
497,"Asus","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"Hybrid","256","1024","Intel","windows",2.0,65215,141
498,"Mediacom","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Celeron Quad",1.1,4,"SSD","32","0","Intel","windows",1.45,20726,157
499,"Acer","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i5",1.6,4,"HDD","1024","0","Nvidia","windows",2.2,32661,141
500,"Asus","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i5",2.5,8,"Hybrid","128","1024","Nvidia","windows",3.0,49977,127
501,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.6,8,"HDD","500","0","Intel","windows",1.9,53734,100
502,"HP","Ultrabook",13.3,"small",1920,1080,1,0,"Intel","Core i7",2.7,8,"SSD","512","0","Intel","windows",1.34,70489,166
503,"Lenovo","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,8,"Hybrid","256","1024","Nvidia","N/A",2.4,61219,141
504,"HP","Notebook",13.3,"small",1920,1080,0,0,"Intel","Core i3",2.4,4,"SSD","128","0","Intel","windows",1.49,38308,166
505,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,4,"HDD","1024","0","Nvidia","N/A",2.2,26587,141
506,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,16,"SSD","256","0","Nvidia","windows",1.93,81912,141
507,"HP","Notebook",13.3,"small",1920,1080,1,0,"Intel","Core i5",2.5,4,"SSD","256","0","Intel","windows",1.32,37243,166
508,"Dell","Netbook",11.6,"small",1366,768,0,0,"Intel","Celeron Dual",1.6,4,"Flash Storage","16","0","Intel","other",1.26,15718,135
509,"Acer","Notebook",17.3,"large",1920,1080,1,0,"Intel","Core i3",2.7,4,"HDD","1024","0","Nvidia","windows",3.0,34898,127
510,"Lenovo","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Core i5",1.6,8,"SSD","256","0","AMD","windows",1.75,59462,157
511,"Lenovo","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,8,"SSD","256","0","Nvidia","N/A",2.4,46300,141
512,"MSI","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.7,16,"Hybrid","128","1024","Nvidia","windows",4.5,125155,127
513,"Toshiba","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.3,4,"HDD","500","0","Intel","windows",2.1,32075,100
514,"HP","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",3.78,79813,127
515,"Asus","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,8,"Hybrid","128","1024","Nvidia","windows",2.3,88178,141
516,"Lenovo","Ultrabook",14.0,"medium",1920,1080,1,0,"Intel","Core i7",2.6,12,"SSD","256","0","Intel","windows",8.4,89137,157
517,"Lenovo","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Nvidia","windows",1.5,58555,157
518,"HP","Notebook",15.6,"medium",1366,768,0,0,"AMD","A6-Series 9220",2.5,4,"SSD","256","0","AMD","windows",1.86,19660,100
519,"Asus","Ultrabook",13.3,"small",1920,1080,0,1,"Intel","Core i7",2.7,16,"SSD","512","0","Intel","windows",1.1,93181,166
520,"Dell","Ultrabook",13.3,"small",1920,1080,1,1,"Intel","Core i5",2.5,8,"SSD","128","0","Intel","windows",1.29,47899,166
521,"Asus","Ultrabook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",1.8,8,"SSD","256","0","Intel","windows",1.25,58555,157
522,"Lenovo","Ultrabook",14.0,"medium",2560,1440,1,0,"Intel","Core i7",2.7,8,"SSD","512","0","Intel","windows",1.13,121585,210
523,"Acer","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,4,"HDD","500","0","Nvidia","windows",2.2,34046,141
524,"Lenovo","Notebook",15.6,"medium",1366,768,0,1,"Intel","Core i7",1.8,12,"HDD","1024","0","Intel","windows",2.2,32448,100
525,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"HDD","1024","0","Intel","windows",2.18,44542,141
526,"Lenovo","Notebook",13.3,"small",1920,1080,1,0,"Intel","Core i3",2.4,4,"SSD","128","0","Intel","windows",1.5,29251,166
527,"Asus","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i5",2.5,8,"Hybrid","128","1024","Nvidia","windows",2.73,94306,127
528,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",1.8,16,"Hybrid","256","2048","AMD","windows",2.2,64961,141
529,"Asus","2 in 1 Convertible",15.6,"medium",1366,768,0,1,"Intel","Core i5",2.5,8,"HDD","1024","0","Intel","windows",2.2,39374,100
530,"Xiaomi","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i7",1.8,16,"SSD","256","0","Nvidia","N/A",1.95,74589,141
531,"Asus","Netbook",11.6,"small",1366,768,0,0,"Intel","Celeron Dual",1.1,2,"Flash Storage","32","0","Intel","windows",1.1,13054,135
532,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"AMD","A12-Series 9720P",3.6,12,"SSD","512","0","AMD","windows",2.2,50563,141
533,"Dell","Workstation",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.6,8,"HDD","500","0","AMD","windows",2.23,72940,141
534,"HP","Notebook",15.6,"medium",1366,768,0,1,"Intel","Core i5",1.6,4,"HDD","1024","0","Intel","windows",2.04,27784,100
535,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.6,4,"HDD","500","0","Intel","linux",1.93,46300,100
536,"Dell","2 in 1 Convertible",31.6,"large",1366,768,0,1,"Intel","Core M",1.0,4,"SSD","128","0","Intel","windows",1.39,32128,50
537,"Asus","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,24,"SSD","512","0","Nvidia","windows",2.24,158135,141
538,"Dell","Workstation",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.7,8,"SSD","256","0","Nvidia","windows",2.0,113753,141
539,"Samsung","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","128","1024","Nvidia","windows",2.5,90523,141
540,"Asus","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,8,"Hybrid","128","1024","Nvidia","windows",3.0,62231,127
541,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Nvidia","windows",2.04,47366,141
542,"Lenovo","2 in 1 Convertible",14.0,"medium",2560,1440,0,1,"Intel","Core i7",2.7,16,"SSD","512","0","Intel","windows",1.42,133680,210
543,"Asus","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",3.0,80133,127
544,"HP","Ultrabook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","512","0","Intel","windows",1.84,74006,141
545,"Asus","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,8,"HDD","1024","0","Nvidia","windows",3.0,55358,127
546,"MSI","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",2.94,120832,141
547,"Lenovo","Notebook",17.3,"large",1920,1080,0,0,"Intel","Core i3",2.0,4,"HDD","500","0","Intel","N/A",2.8,28185,127
548,"Asus","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",3.0,84768,127
549,"Lenovo","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,8,"Hybrid","256","1024","Nvidia","windows",3.2,74539,141
550,"Acer","2 in 1 Convertible",11.6,"small",1366,768,1,1,"Intel","Celeron Quad",1.6,4,"Flash Storage","32","0","Intel","other",1.25,20193,135
551,"Acer","Notebook",15.6,"medium",1366,768,1,0,"Intel","Core i5",1.6,12,"HDD","1024","0","Nvidia","windows",2.2,36976,100
552,"Lenovo","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.3,8,"HDD","1024","0","Intel","windows",2.29,24456,100
553,"HP","Notebook",14.0,"medium",1366,768,0,0,"Intel","Core i5",2.6,8,"SSD","256","0","Intel","windows",2.31,59887,112
554,"Lenovo","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.3,8,"SSD","256","0","Intel","windows",1.65,78055,157
555,"Dell","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.8,8,"SSD","256","0","Nvidia","linux",1.64,58022,157
556,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"HDD","1024","0","Intel","linux",1.98,38681,141
557,"Lenovo","2 in 1 Convertible",13.3,"small",1920,1080,1,1,"Intel","Core i7",2.7,8,"SSD","512","0","Intel","windows",1.37,107892,166
558,"Asus","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Celeron Dual",1.1,4,"Flash Storage","32","0","Intel","windows",1.5,15877,157
559,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.6,16,"SSD","512","0","Intel","windows",1.93,76012,141
560,"Lenovo","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.7,78535,157
561,"Lenovo","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Nvidia","windows",1.87,45665,157
562,"Dell","2 in 1 Convertible",12.5,"small",1920,1080,0,1,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.34,88978,176
563,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.6,8,"SSD","256","0","Intel","windows",1.9,62817,141
